Drug Name,CAS,smiles,DockingScore
CID 124933657,-,CC(COCC1C(C(C(C(O1)OC2C(OC(C(C2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O,-5.7
"5-[Acetyl-[(2S)-2,3-dihydroxypropyl]amino]-3-N-[(2R)-2,3-dihydroxypropyl]-1-N-(2-hydroxyethyl)-2,4,6-triiodobenzene-1,3-dicarboxamide",-,CC(=O)N(C[C@H](O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NC[C@@H](O)CO)c1I,-5.7
(s)-Bisoprolol,99103-03-4,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,-5.7
Metoclopramide,364-62-5,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-5.7
Capsaicin,404-86-4,COc1cc(CNC(=O)CCCC\C=C\C(C)C)ccc1O,-5.7
(R)-Dyphylline,72376-78-4,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,-5.7
Azacitidine,320-67-2,NC1=NC(=O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,-5.7
"7-[(2S)-2,3-Dihydroxypropyl]-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione",72376-77-3,CN1C(=O)N(C)c2ncn(C[C@H](O)CO)c2C1=O,-5.7
(+)-Pheniramine,-,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2,-5.7
"(3R)-N,N-Dimethyl-3-phenyl-3-pyridin-2-ylpropan-1-amine",-,CN(C)CC[C@H](c1ccccc1)c2ccccn2,-5.7
Apraclonidine,66711-21-5,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,-5.7
Dicyclomine,77-19-0,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,-5.7
Penciclovir,39809-25-1,NC1=NC(=O)c2ncn(CCC(CO)CO)c2N1,-5.7
Benzphetamine,156-08-1,CC(Cc1ccccc1)N(C)Cc2ccccc2,-5.7
"1-N,3-N-Bis[(2S)-2,3-dihydroxypropyl]-2,4,6-triiodo-5-[(2-methoxyacetyl)amino]-3-N-methylbenzene-1,3-dicarboxamide",-,COCC(=O)Nc1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(c1I)C(=O)N(C)C[C@H](O)CO,-5.7
Metyrosine,672-87-7,C[C@](N)(Cc1ccc(O)cc1)C(O)=O,-5.7
Biotin,58-85-5,OC(=O)CCCCC1SCC2NC(=O)NC12,-5.7
"(2R,3R)-3,4-Dimethyl-2-phenylmorpholine",-,C[C@@H]1[C@H](OCCN1C)c2ccccc2,-5.7
Arbaclofen,69308-37-8,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,-5.7
Aspirin,50-78-2,CC(=O)Oc1ccccc1C(O)=O,-5.7
Pramipexole,104632-26-0,CCCN[C@@H]1CCc2nc(N)sc2C1,-5.7
"(1S,2R)-2-Phenylcyclopropanamine",155-09-9,N[C@H]1C[C@@H]1c2ccccc2,-5.7
beta-L-Fructofuranose,41579-20-8,OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O,-5.7
Nicorandil,65141-46-0,[O-][N+](=O)OCCNC(=O)c1cccnc1,-5.7
Chlorpromazine hydrochloride,69-09-0,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,-5.7
Caspofungin,162808-62-0,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c4ccc(O)cc4)[C@H](O)CCN,-5.7
Castor oil,8001-79-4,CCCCCCC(CC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC(CCCCCC)O)OC(=O)CCCCCCCC=CCC(CCCCCC)O)O,-5.7
Carboquone,24279-91-2,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)C,-5.7
Etomidate,15301-65-2,CCOC(=O)c1cncn1C(C)c2ccccc2,-5.7
Polymixin B,1404-26-8,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O,-5.7
Cyclosporin A,59865-13-3,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,-5.7
Octotiamine,137-86-0,COC(=O)CCCCC(CCSSC(\CCO)=C(/C)N(Cc1cnc(C)nc1N)C=O)SC(C)=O,-5.7
Inositol,87-89-8,OC1C(O)C(O)C(O)C(O)C1O,-5.7
Benactyzine hydrochloride,57-37-4,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O.Cl,-5.7
Rasagiline mesylate,161735-79-1,CS(=O)(=O)O.C#CCNC1CCC2=CC=CC=C12,-5.7
Amlodipine,88150-42-9,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,-5.7
Sulfathiazole,72-14-0,Nc1ccc(cc1)[S](=O)(=O)Nc2sccn2,-5.7
Proxibarbal,2537-29-3,CC(O)CC1(CC=C)C(=O)NC(=O)NC1=O,-5.7
N-Methylephedrine,17605-71-9,CC(C(O)c1ccccc1)N(C)C,-5.7
Methocarbamol,532-03-6,COc1ccccc1OCC(O)COC(N)=O,-5.7
Metoclopramide hydrochloride,7232-21-5,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl.Cl,-5.7
Dexmedetomidine hydrochloride,145108-58-3,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C.Cl,-5.7
Pyridoxal phosphate,54-47-7,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,-5.7
Aminopyrine,58-15-1,CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O,-5.7
Milnacipran hydrochloride,101152-94-7,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2.Cl,-5.7
Metoprolol,51384-51-1,COCCc1ccc(OCC(O)CNC(C)C)cc1,-5.7
Apronalide,528-92-7,CC(C)C(CC=C)C(=O)NC(N)=O,-5.7
Articaine HCl,23964-57-0,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC.Cl,-5.7
Tolazoline hydrochloride,59-97-2,C1CN=C(N1)CC2=CC=CC=C2.Cl,-5.7
Iopamidol,60166-93-0,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,-5.7
Pramipexole,104632-26-0,CCCN[C@@H]1CCc2nc(N)sc2C1,-5.7
Valacyclovir hydrochloride,124832-27-5,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N.Cl,-5.7
DL-Adrenalin,329-65-7,CNCC(C1=CC(=C(C=C1)O)O)O,-5.7
Dendrid,54-42-2,OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-5.7
Lactulose,4618-18-2,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,-5.7
Promazine hydrochloride,53-60-1,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,-5.7
Octocrilene,6197-30-4,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c2ccccc2,-5.7
Ivabradine,155974-00-8,COc1cc2CCN(CCCN(C)C[C@H]3Cc4cc(OC)c(OC)cc34)C(=O)Cc2cc1OC,-5.6
Tirofiban,144494-65-5,CCCC[S](=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(O)=O,-5.6
Chlorpromazine,50-53-3,CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,-5.6
(R)-Nisoldipine,-,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,-5.6
"5-[Acetyl-[(2R)-2,3-dihydroxypropyl]amino]-1-N-[(2S)-2,3-dihydroxypropyl]-3-N-[(2R)-2,3-dihydroxypropyl]-2,4,6-triiodobenzene-1,3-dicarboxamide",-,CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I,-5.6
"5-[Acetyl-[(2R)-2,3-dihydroxypropyl]amino]-1-N,3-N-bis[(2S)-2,3-dihydroxypropyl]-2,4,6-triiodobenzene-1,3-dicarboxamide",-,CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,-5.6
Alprostadil,745-65-3,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,-5.6
(+)-Timolol,26839-76-9,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,-5.6
Oseltamivir,196618-13-0,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,-5.6
Emtricitabine,143491-54-7,NC1=NC(=O)N(C=C1F)[C@@H]2CS[C@H](CO)O2,-5.6
Butalbital,77-26-9,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,-5.6
Milnacipran,92623-85-3,[Cl-].CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)c2ccccc2.[H+],-5.6
(R)-(+)-Pindolol,68374-35-6,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,-5.6
Acyclovir,59277-89-3,NC1=NC(=O)c2ncn(COCCO)c2N1,-5.6
Acetazolamide,59-66-5,CC(=O)Nc1sc(nn1)[S](N)(=O)=O,-5.6
Levonordefrin,829-74-3,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,-5.6
Methazolamide,554-57-4,CN1N=C(SC1=NC(C)=O)[S](N)(=O)=O,-5.6
Clonidine,4205-90-7,Clc1cccc(Cl)c1NC2=NCCN2,-5.6
Lomustine,13010-47-4,ClCCN(N=O)C(=O)NC1CCCCC1,-5.6
Epinephrine,51-43-4,CNC[C@H](O)c1ccc(O)c(O)c1,-5.6
Norepinephrine,51-41-2,NCC(O)c1ccc(O)c(O)c1,-5.6
Cimetidine,51481-61-9,CN=C(NCCSCc1nc[nH]c1C)NC#N,-5.6
Chlorzoxazone,95-25-0,Clc1ccc2OC(=O)Nc2c1,-5.6
(2R)-2-(Diethylamino)-1-phenylpropan-1-one,-,CCN(CC)[C@H](C)C(=O)c1ccccc1,-5.6
Pseudoephedrine,90-82-4,CN[C@@H](C)[C@@H](O)c1ccccc1,-5.6
Levamfetamine,156-34-3,C[C@@H](N)Cc1ccccc1,-5.6
Carglumic acid,1188-38-1,C(CC(=O)O)C(C(=O)O)NC(=O)N,-5.6
Dextroamphetamine,51-64-9,C[C@H](N)Cc1ccccc1,-5.6
Vanillyl butyl ether,82654-98-6,CCCCOCC1=CC(=C(C=C1)O)OC,-5.6
Midodrine hydrochloride,43218-56-0,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl,-5.6
Phenylephrine hydrochloride,61-76-7,CNCC(C1=CC(=CC=C1)O)O.Cl,-5.6
Iloprost,78919-13-8,CC#CCC(C)[C@H](O)/C=C/C1[C@H](O)C[C@@H]2CC(/C[C@H]12)=C\CCCC(O)=O,-5.6
Pyrantel pamoate,22204-24-6,CN1CCCN=C1C=CC2=CC=CS2.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,-5.6
Buflomedil hydrochloride,35543-24-9,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC.Cl,-5.6
Tipepidine hibenzate,31139-87-4,CN1CCCC(=C(C2=CC=CS2)C3=CC=CS3)C1.C1=CC=C(C(=C1)C(=O)C2=CC=C(C=C2)O)C(=O)O,-5.6
Simfibrate,14929-11-4,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc2ccc(Cl)cc2,-5.6
Vitamin E acetate,58-95-7,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C,-5.6
Bromhexine hydrochloride,611-75-6,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2.Cl,-5.6
Fennel,-,CCCCCCCCCCCC=CCCCCC(=O)O.CC=CC1=CC=C(C=C1)OC.CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O,-5.6
Methoxyphenamine hydrochloride,1347292,CC(CC1=CC=CC=C1OC)NC.Cl,-5.6
Metaproterenol,586-06-1,CC(C)NCC(O)c1cc(O)cc(O)c1,-5.6
Ephedrine hydrochloride,50-98-6,CC(C(C1=CC=CC=C1)O)NC.Cl,-5.6
Pseudoephedrine hydrochloride,345-78-8,CC(C(C1=CC=CC=C1)O)NC.Cl,-5.6
Tegafur,17902-23-7,FC1=CN(C2CCCO2)C(=O)NC1=O,-5.6
Azulene,275-51-4,c1ccc2cccc2cc1,-5.6
Mexiletine hydrochloride,1267397,CC1=C(C(=CC=C1)C)OCC(C)N.Cl,-5.6
Epinephrine hydrochloride,55-31-2,CNCC(C1=CC(=C(C=C1)O)O)O.Cl,-5.6
Emtricitabine,143491-57-0,NC1=NC(=O)N(C=C1F)[C@@H]2CS[C@H](CO)O2,-5.6
Tirofiban hydrochloride monohydrate,150915-40-5,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O.O.Cl,-5.6
Isosorbide dinitrate,87-33-2,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],-5.6
Oxybutynin hydrochloride,1508-65-2,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl,-5.6
Carbaglu,1188-38-1,C(CC(=O)O)C(C(=O)O)NC(=O)N,-5.6
Aliskiren,173334-57-1,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)ccc1OC,-5.5
Timolol,26839-75-8,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,-5.5
Brinzolamide,138890-62-7,CCN[C@H]1CN(CCCOC)[S](=O)(=O)c2sc(cc12)[S](N)(=O)=O,-5.5
(R)-Amlodipine,103129-81-3,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,-5.5
"5-[Acetyl-[(2S)-2,3-dihydroxypropyl]amino]-3-N-[(2S)-2,3-dihydroxypropyl]-1-N-(2-hydroxyethyl)-2,4,6-triiodobenzene-1,3-dicarboxamide",-,CC(=O)N(C[C@H](O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NC[C@H](O)CO)c1I,-5.5
"(3R,5R)-3,5-Dimethyladamantan-1-amine",-,C[C@@]12CC3C[C@](C)(C1)CC(N)(C3)C2,-5.5
"(3S,5S)-3,5-Dimethyladamantan-1-amine",-,C[C@]12CC3C[C@@](C)(C1)CC(N)(C3)C2,-5.5
"(3R,5S)-3,5-Dimethyl-1-adamantanamine",-,C[C@@]12CC3C[C@@](C)(C1)CC(N)(C3)C2,-5.5
Sulfacetamide,144-80-9,CC(=O)N[S](=O)(=O)c1ccc(N)cc1,-5.5
Lamivudine,134678-17-4,NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2,-5.5
"2-Amino-N-[(2S)-2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]acetamide",-,COc1ccc(OC)c(c1)[C@H](O)CNC(=O)CN,-5.5
Salicylamide,65-45-2,NC(=O)c1ccccc1O,-5.5
Piperonyl butoxide,51-03-6,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,-5.5
Ascorbic acid,50-81-7,C(C(C1C(=C(C(=O)O1)O)O)O)O,-5.5
D-Camphor,76-22-2,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,-5.5
Methyl 4-methylsalicylate,4670-56-8,CC1=CC(=C(C=C1)C(=O)OC)O,-5.5
Mesalamine,89-57-6,Nc1ccc(O)c(c1)C(O)=O,-5.5
Phenylephrine,59-42-7,CNC[C@H](O)c1cccc(O)c1,-5.5
(2S)-2-(Diethylamino)-1-phenylpropan-1-one,-,CCN(CC)[C@@H](C)C(=O)c1ccccc1,-5.5
Acetaminophen,103-90-2,CC(=O)Nc1ccc(O)cc1,-5.5
Etidronic acid,2809-21-4,CC(O)(P(=O)(O)O)P(=O)(O)O,-5.5
Ephedrine,299-42-3,CN[C@@H](C)[C@H](O)c1ccccc1,-5.5
Benzocaine,94-09-7,CCOC(=O)c1ccc(N)cc1,-5.5
"(2R)-1-(2,6-Dimethylphenoxy)propan-2-amine",94991-73-8,C[C@@H](N)COc1c(C)cccc1C,-5.5
"(S)-1-(2,6-Dimethylphenoxy)propan-2-amine",94991-72-7,C[C@H](N)COc1c(C)cccc1C,-5.5
Methyl salicylate,119-36-8,COC(=O)C1=CC=CC=C1O,-5.5
4-Hydroxy-dextroamphetamine,1693-66-9,CC(CC1=CC=C(C=C1)O)N,-5.5
4-[(2R)-2-Aminopropyl]phenol,-,C[C@@H](N)Cc1ccc(O)cc1,-5.5
Methamphetamine,537-46-2,CN[C@@H](C)Cc1ccccc1,-5.5
Levmetamfetamine,33817-09-3,CN[C@H](C)Cc1ccccc1,-5.5
Phentermine,122-09-8,CC(C)(N)Cc1ccccc1,-5.5
Panthenol,16485-10-2,CC(C)(CO)[C@@H](O)C(=O)NCCCO,-5.5
Saccharin,81-07-2,O=C1N[S](=O)(=O)c2ccccc12,-5.5
Perindopril arginine,612548-45-5,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O.C(CC(C(=O)O)N)CN=C(N)N,-5.5
Sultamicillin tosylate,83105-70-8,CC1=CC=C(C=C1)S(=O)(=O)O.CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C4C(S(=O)(=O)C5N4C(=O)C5)(C)C)C,-5.5
Ethenzamide,938-73-8,CCOc1ccccc1C(N)=O,-5.5
Oxeladin,468-61-1,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,-5.5
Camphor,76-22-2,CC1(C)C2CCC1(C)C(=O)C2,-5.5
Cassia oil,8007-80-5,CC=CC1=CC=CC=C1.COC1=C(C=CC(=C1)CC=C)O,-5.5
Oxybutynin,5633-20-5,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2,-5.5
Procainamide hydrochloride,614-39-1,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl,-5.5
Pentaerythritol tetranitrate,78-11-5,C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-],-5.5
Norephedrine,37577-28-9,C[C@@H](N)[C@@H](O)c1ccccc1,-5.5
Benoxinate hydrochloride,5987-82-6,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N.Cl,-5.5
Methylcellulosum,-,COCC1C(C(C(C(O1)OC2C(OC(C(C2OC)OC)OC3C(OC(C(C3OC)OC)OC)COC)COC)OC)OC)OC,-5.5
Limonene,138-86-3,CC(=C)C1CCC(=CC1)C,-5.5
Glucurolactone,32449-92-6,O[C@@H](C=O)[C@H]1OC(=O)[C@@H](O)[C@H]1O,-5.5
Protionamide,14222-60-7,CCCc1cc(ccn1)C(N)=S,-5.5
Memantine hydrochloride,41100-52-1,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,-5.5
Methoxyphenamine,93-30-1,CNC(C)Cc1ccccc1OC,-5.5
Butyl 4-aminobenzoate,94-25-7,CCCCOC(=O)C1=CC=C(C=C1)N,-5.5
Edoxaban,912273-65-5,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,-5.5
Melphalan,148-82-3,NC(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O,-5.5
Iopromide,73334-07-3,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(c1I)C(=O)N(C)CC(O)CO,-5.5
Milnacipran hydrochloride,101152-94-7,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2.Cl,-5.5
Vitamin K1,84-80-0,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C,-5.5
Levamisole hydrochloride,16595-80-5,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,-5.5
Lamivudine,134678-17-4,NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2,-5.5
Phenylephrine hydrochloride,61-76-7,CNCC(C1=CC(=CC=C1)O)O.Cl,-5.5
Brinzolamide,138890-62-7,CCN[C@H]1CN(CCCOC)[S](=O)(=O)c2sc(cc12)[S](N)(=O)=O,-5.5
Sorafenib tosylate,475207-59-1,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,-5.5
Vitamin K1,84-80-0,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C,-5.4
"5-[Acetyl-[(2R)-2,3-dihydroxypropyl]amino]-3-N-[(2S)-2,3-dihydroxypropyl]-1-N-(2-hydroxyethyl)-2,4,6-triiodobenzene-1,3-dicarboxamide",-,CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NC[C@H](O)CO)c1I,-5.4
CID 124933655,-,CC(COCC1C(C(C(C(O1)OC2C(OC(C(C2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O,-5.4
CID 124933658,-,CC(COCC1C(C(C(C(O1)OC2C(OC(C(C2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O,-5.4
"Methanesulfonamide, N-(4-((1S)-4-(ethylheptylamino)-1-hydroxybutyl)phenyl)-",136591-58-7,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,-5.4
"N,N-Dimethyl-2-[(1S)-1-phenyl-1-(2-pyridinyl)ethoxy]ethanamine",-,CN(C)CCO[C@@](C)(c1ccccc1)c2ccccn2,-5.4
Thonzonium,25466-36-8,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2,-5.4
Mafenide,138-39-6,NCc1ccc(cc1)[S](N)(=O)=O,-5.4
"Acetamide,2-amino-n-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]-,(r)-",-,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,-5.4
Propofol,2078-54-8,CC(C)c1cccc(C(C)C)c1O,-5.4
(1R)-1-(Adamantan-1-yl)ethan-1-amine,-,C[C@@H](N)C12CC3CC(CC(C3)C1)C2,-5.4
(1S)-1-(Adamantan-1-yl)ethan-1-amine,-,C[C@H](N)C12CC3CC(CC(C3)C1)C2,-5.4
Phenelzine,51-71-8,[Cl].NNCCc1ccccc1,-5.4
Tapentadol,175591-23-8,CC[C@H]([C@@H](C)CN(C)C)c1cccc(O)c1,-5.4
Chloroprocaine,133-16-4,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,-5.4
Meprobamate,57-53-4,CCCC(C)(COC(N)=O)COC(N)=O,-5.4
Ranitidine,66357-35-5,CNC(/NCCSCc1oc(CN(C)C)cc1)=C\[N+]([O-])=O,-5.4
Pyrantel,15686-83-6,CN1CCCN=C1\C=C\c2sccc2,-5.4
l-Menthol,89-78-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-5.4
Tinidazole,19387-91-8,CC[S](=O)(=O)CCn1c(C)ncc1[N+]([O-])=O,-5.4
Edrophonium,312-48-1,CC[N+](C)(C)c1cccc(O)c1,-5.4
Dexpanthenol,81-13-0,CC(C)(CO)[C@@H](O)C(=O)NCCCO,-5.4
Levetiracetam,102767-28-2,CC[C@H](N1CCCC1=O)C(N)=O,-5.4
Perflutren,76-19-7,FC(F)(F)C(F)(F)C(F)(F)F,-5.4
Caffeine,58-08-2,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,-5.4
Pyridostigmine,155-97-5,CN(C)C(=O)Oc1ccc[n+](C)c1,-5.4
Flucytosine,2022-85-7,NC1=C(F)C=NC(=O)N1,-5.4
Nimorazole,6506-37-2,[O-][N+](=O)c1cncn1CCN2CCOCC2,-5.4
Nikethamide,59-26-7,CCN(CC)C(=O)c1cccnc1,-5.4
Iodoquinol,83-73-8,Oc1ccc(OI)cc1,-5.4
Arginine Hydrochloride,1119-34-2,C(CC(C(=O)O)N)CN=C(N)N.Cl,-5.4
Dipalmitoyl phosphatidylcholine,-,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,-5.4
Tamoxifen citrate,54965-24-1,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.4
Pectin,18968-14-4,C1(C(C(OC(C1O)O)C(=O)O)O)O,-5.4
Allobarbital,52-43-7,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-5.4
D-Glucuronic Acid,528-16-5,C1(C(C(OC(C1O)O)C(=O)O)O)O,-5.4
Allantoin,97-59-6,NC(=O)NC1NC(=O)NC1=O,-5.4
Levomilnacipran,96847-55-1,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,-5.4
Alprostadil,745-65-3,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,-5.4
Rimantadine hydrochloride,1501-84-4,CC(C12CC3CC(C1)CC(C3)C2)N.Cl,-5.4
Toremifene citrate,89778-27-8,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.4
Mafenide hydrochloride,138-37-4,C1=CC(=CC=C1CN)S(=O)(=O)N.Cl,-5.4
Cyclosporin A,59865-13-3,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,-5.4
Noctone,66357-59-3,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C.Cl,-5.4
Orlistat,96829-58-2,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,-5.4
L-arginine monohydrochloride,1119-34-2,C(CC(C(=O)O)N)CN=C(N)N.Cl,-5.4
Levetiracetam,102767-28-2,CC[C@H](N1CCCC1=O)C(N)=O,-5.4
